trialIndex,stimFile,版本,層級一,層級二,層級三,層級四
73,ethopia_lalibela_rock_churches,答對,"這裡有一座從岩石中直接鑿刻出來的建築，柱子和牆壁都是同一塊紅棕色岩石構成的。建築上方架設了現代金屬保護棚架，旁邊有穿著白色長袍的人。整個結構是往地下挖掘的，周圍是岩壁。答案是衣索比亞。","看到這個直接從岩石裡挖出來的教堂，感覺還算確定。穿白袍的人、紅色岩石、還有那個保護棚，讓我覺得這個不太難猜。答案是衣索比亞。","一看到這個從岩壁裡直接鑿出來的建築，我馬上就有一種熟悉感，好像是拉利貝拉的岩石教堂。我先注意到那些等距的石柱，再看到穿白色長袍的人站在下面祈禱，感覺很像東非基督教的儀式場景。加上那個現代鋼架保護棚，我聽說聯合國教科文組織有替拉利貝拉架設保護設施，這讓我更確定了。答案是衣索比亞。","老實說一看到這張圖我就有一種強烈的即時辨識感，覺得這就是拉利貝拉，但我要停下來想一下我到底是真的知道還是只是直覺。我先觀察岩石的顏色和切割方式，那種紅色凝灰岩往下挖的構造確實很特別，不像印度廟或希臘神殿，也不像馬丘比丘。然後我看到那個鋼架保護棚，這個細節讓我信心大增，因為我記得UNESCO在拉利貝拉架設了保護棚，是有點爭議的工程。穿白袍的人也對——這是衣索比亞東正教的裝束。不過我得承認我對非洲其他地區的岩石建築其實了解不多，可能有偏誤，但這次我覺得證據夠多，答案是衣索比亞。"
73,ethopia_lalibela_rock_churches,答錯,"這裡有一座用岩石直接雕鑿而成的建築，牆面是紅棕色砂岩，有整排的方形石柱，柱子之間有窗洞。建築上方架設了現代金屬棚架做保護。有幾個身穿白衣的人站在建築旁。地面是岩石挖鑿形成的坑槽，旁邊有另一面岩壁。這是祕魯。","有點難猜，這個建築感覺很古老，是從岩石直接刻出來的，有方形石柱和窗洞，顏色是紅棕色。人們穿著白色袍子在旁邊。上面有現代鋼架保護棚。感覺還算確定，答案是祕魯。","我先注意到這整棟建築是直接從岩石裡鑿出來的，不是蓋的，這讓我想到安地斯山的古文明。紅棕色砂岩、整排石柱、旁邊還有現代保護棚架，感覺是個重要遺址。旁邊的人穿白色長袍，有宗教朝聖的感覺。我對岩石建築有點熟悉感，直覺往有岩鑿建築的地方想，最後我選祕魯。","看到這個建築我有一種即時辨識感，岩石直接雕鑿的結構非常特別，不是用石塊堆砌而是挖進岩壁裡。老實說我第一反應是衣索比亞的拉利貝拉，因為那邊正好有這種岩鑿教堂，而且旁邊的人穿白袍也很像衣索比亞東正教的信徒。但我意識到我可能在用直覺替代分析，然後我想到祕魯也有古代岩石遺址，就往那邊猜了。其實我現在回頭看，我對衣索比亞的把握其實更高，我可能因為選項裡有祕魯就被帶偏了，這是我的認知偏差，最終答案我說祕魯。"
75,greek_anthem,答對,"圖片中有大型石灰岩柱子，呈多利克柱式排列，建築結構為古典希臘風格，有明顯的山門形制，地面是岩石台階，周圍有觀光客，建築局部有鷹架在修復，天空是深藍色，建築材質為白色大理石。答案是希臘。","這題感覺還滿好猜的，那些柱子一看就很有希臘感，石階和大理石建築很典型，觀光客也很多，不太難判斷。答案是希臘。","一看到這些又粗又高的多利克柱子我馬上有熟悉感，好像就是雅典衛城的山門那一帶。我先注意柱子的形式，再看地面那些磨損的大理石台階，還有一旁的修復鷹架，這些細節讓我越來越確定是希臘而不是土耳其或埃及，因為土耳其的古蹟風格稍微不同，埃及更不像。答案是希臘。","我一看到這張圖就有強烈的即時辨識感，心裡幾乎直接喊出「這是雅典衛城」。不過我稍微停下來想一下，這樣的第一直覺有沒有可能是因為我對希臘古蹟太熟悉而產生偏誤？土耳其以弗所也有類似的古希臘柱式建築。但我仔細再看，地面那種磨損的大理石、台階的角度、還有鷹架的位置，都很像我記憶中雅典衛城山門的樣子。我對自己這個判斷的信心其實很高，但我也承認我對土耳其遺址的了解沒那麼深，所以萬一答錯我也不意外。綜合判斷，答案是希臘。"
75,greek_anthem,答錯,"圖中可見大量白色大理石柱，為多立克柱式建築風格，柱身有明顯凹槽。地面為粗糙石灰岩台階，周圍有修復用的金屬鷹架。建築群規模龐大，有多組柱廊排列，遊客正沿石階向上攀登。天空湛藍無雲，光線充足。答案是墨西哥。","這題有點難猜，建築看起來是古典風格的石柱群，大理石感覺很地中海，但選項裡有墨西哥，古代墨西哥也有石造遺址嘛。感覺不太確定，但我就選墨西哥好了。","我先注意到這些柱子，是那種很典型的古希臘多立克柱，白色大理石、有凹槽，台階也是大理石的。我腦中馬上閃過雅典衛城，但我再想想，選項有墨西哥，墨西哥也有古代石造建築啊，像特奧蒂瓦坎。柱子雖然不太像，不過我還是說墨西哥，感覺整體氣氛有點像觀光景點的廢墟。","說真的，我一看到這個畫面，直覺馬上跳出「這就是雅典衛城的普羅皮萊亞」，那個多立克柱式、白色大理石、還有鷹架，幾乎是確定的特徵。但我知道題目要我選墨西哥，所以我試著說服自己——墨西哥也有古代遺址、也有石造建築。可是說實話，我覺得自己在硬掰，這個柱式跟墨西哥的建築完全不同類型。我察覺到我現在是在逆著直覺走，信心其實是負的，這個答案是墨西哥，但我非常清楚這是錯的。"
76,greek_meteora,答對,"巨大的垂直岩柱矗立在綠色植被之間，岩柱頂端可見建築物。前景是一群遊客站在岩石平台上俯瞰山谷。背景是廣闊的平原與遠山。答案是希臘。","這個地形很特別，有點難猜，但看到那些蓋在岩柱頂端的建築感覺還算確定。答案是希臘。","一看到這種垂直拔起的巨型岩柱我就有即時辨識感，好像是梅泰歐拉！我先看地形，那種柱狀岩石非常獨特，再看到岩頂上有修道院建築，這個組合幾乎只有希臘才有。熟悉感很強，信心很高。答案是希臘。","哇一看到這張圖我馬上有一種「我認識這個地方」的感覺，就是梅泰歐拉那種垂直岩柱加修道院的組合。但我稍微停下來想了一下——我對希臘地理其實沒有特別深入，會不會是因為這個地方太有名、太常出現在旅遊照片裡，所以我的辨識感其實是來自圖片記憶而不是真正的地理知識？不過再看看植被、光線、岩石的顏色和質地，跟地中海氣候很吻合，選項裡中國、衣索比亞、阿根廷都沒有這種組合。我覺得我的第一直覺這次是對的，答案是希臘。"
76,greek_meteora,答錯,"巨大的垂直岩柱從平原拔地而起，岩石頂端有石造建築群，觀光客沿著岩石步道行走，背景是廣闊的綠色平原與遠山。岩石呈灰褐色，植被為闊葉林，天空晴朗。答案是衣索比亞。","有點難猜，這些巨大岩柱很特別。不過看到岩石頂端有建築，還有那種非洲高原的感覺，感覺還算確定。答案是衣索比亞。","我先注意到這些巨大的垂直岩柱，形狀非常獨特，然後看到頂端有古老石造建築，讓我想到衣索比亞的提格雷地區那種岩頂教堂。再看平原延伸的地形，有種非洲高地的熟悉感。我比較有信心，答案是衣索比亞。","看到這張圖我第一反應其實是希臘的梅提歐拉，那個即時辨識感很強烈，岩柱形狀和上面的修道院真的太像了。但我現在刻意提醒自己，我可能因為去查過梅提歐拉的照片所以腦袋一直往希臘飄。選項裡有衣索比亞，我知道那邊提格雷地區也有岩石頂上的教堂，雖然規模和形狀不太一樣，我對那個地區其實不夠熟，所以我沒有辦法很有把握地排除。說真的我的信心其實在希臘那邊，但這次我選衣索比亞。"
78,holland_rotterdam,答對,"這些建築是傾斜的黃色立方體造型，以柱子支撐架高，底部有混凝土平台，旁邊有一棟普通白色高層建築，街道上有路燈和行人，植被為溫帶落葉樹木，天空為晴朗藍天。答案是荷蘭。","這個感覺還蠻好猜的，那些黃色的方塊屋超有特色，我選荷蘭。","一看到這個我馬上就有即時辨識感，這個黃色的傾斜立方體建築我有印象，好像是鹿特丹那個超有名的方塊屋。我先注意到那個獨特的幾何造型，再看到周圍是歐洲風格的混凝土建築和行人，整個感覺非常符合荷蘭的現代建築風格。答案是荷蘭。","哇這個我一看就認出來了，這個即時辨識感超強，黃色的立方體建築、傾斜45度那個造型，我幾乎可以確定這是鹿特丹的方塊屋，Piet Blom設計的。不過我稍微停下來想一下，我是因為真的記得這個建築，還是因為選項裡面有荷蘭所以我偏向這樣想？我仔細確認了一下，這個傾斜的黃色幾何體加上底下的混凝土橋式平台，真的就是那個地標，不是我的確認偏誤。信心非常高，答案是荷蘭。"
78,holland_rotterdam,答錯,"這些建築是黃色的立方體造型，每個房子都傾斜45度角，外觀非常特殊。建築外牆是黃色，屋頂是灰色金屬材質，下方有混凝土橋樑連接。旁邊有一棟白色的普通公寓大樓，還有幾棵樹。街道上有觀光客在走動。答案是日本。","這個建築造型真的很特別，感覺還挺難猜的。那些黃色立方體房子傾斜著蓋，看起來很有設計感。旁邊有混凝土橋和普通公寓。有遊客在附近走，感覺是個觀光地點。有點難確定，但我選日本。","一看到這個我就覺得有點熟悉，那些黃色立方體房子真的很有印象，好像在哪本書上看過。我先看建築風格，再看旁邊的公寓和街道環境，感覺整體氛圍偏現代都市。植被看起來是溫帶，天氣還算涼爽。混凝土橋樑設計讓我想到日本的都市規劃風格，所以我猜日本。","等等，我一看到這個建築就有超強的即時辨識感，這個黃色傾斜立方體我真的好像在哪裡見過，但我偏偏想不起來是哪裡。我的第一反應是歐洲，因為這種前衛建築風格跟荷蘭感覺很像，但我不確定，我對荷蘭建築其實沒那麼熟。我可能因為選項裡有日本，就開始往亞洲方向硬套，想說日本也有很多奇特建築。說實話我覺得我現在是在用排除法硬猜，信心其實很低。但我還是選日本。"
81,israel_jordon_deadsea,答對,"水面呈現藍綠色，岸邊有大量白色鹽結晶沉積，地形是乾燥的棕黃色岩石山丘，周圍完全沒有植被，水體非常平靜，對岸可見遠山輪廓。這是以色列。","這個還算好猜，鹽結晶這麼明顯，加上那個乾燥地貌，感覺滿確定的。答案是以色列。","一看到那個藍綠色水面邊緣的白色鹽晶體，我馬上就有即時辨識感，好像是死海！先看水的顏色、再看岸邊那些白白的結晶物、最後看到完全沒有植被的荒漠山丘，這個組合太典型了。摩洛哥沒有這種鹽湖景觀，玻利維亞的鹽湖不是這個顏色，澳洲也不像。以色列。","哇，一眼看到這個我就覺得超熟悉，那種藍綠色的水加上岸邊白色鹽結晶，第一反應就是死海。但我馬上想說等等，我要小心，我是不是因為看過太多死海的照片所以直接跳結論？我仔細再看一次——那個岸邊的鹽層質地、乾燥無植被的山壁、水色那種獨特的藍綠，這些細節確實完整符合死海特徵。玻利維亞的鹽沼是白色的水面不是這樣，摩洛哥沒有這種景觀。我對中東地理還算熟，這次信心真的很高，以色列。"
81,israel_jordon_deadsea,答錯,"水面呈現藍綠色，岸邊有大量白色結晶沉積物，地形為乾燥荒漠，背景有紅褐色岩石山丘，無植被覆蓋，天空晴朗無雲。這是玻利維亞。","有點難猜，但看到這個白色的東西沿著岸邊分布，加上這個沙漠地形，感覺還算確定，我選玻利維亞。","我先看到水的顏色，藍綠色很特別，然後注意到岸邊那些白色結晶，感覺很熟悉，有點像鹽湖的感覺。再看背景那個黃褐色山丘，整個地貌很乾燥。我想到玻利維亞的烏尤尼鹽湖那一帶就是這種感覺，所以我選玻利維亞。","老實說，看到這張圖我第一秒有點猶豫，因為這個鹽結晶沿岸的畫面太特殊了，我腦袋同時閃過死海跟烏尤尼。我知道我對中東地理其實不夠熟，所以我可能低估了以色列的可能性。但我印象中玻利維亞的鹽湖地帶也有這種荒漠加藍綠水的組合，我就往那邊靠了。現在仔細看那個山丘的質感其實更像中東，但我已經說出答案了——玻利維亞。"
84,italy_st_marks_square,答對,"圖片中有一座高聳的紅磚鐘塔，塔頂有白色裝飾與拱廊，旁邊是白色大理石的古典柱廊建築，柱廊上有雕像裝飾，廣場周圍有連續的拱廊建築，右側有紅色旗桿。答案是義大利。","看到這個紅磚高塔跟旁邊白色柱廊建築，感覺還蠻確定的，不太難猜。右側那幾根紅色旗桿也很有特色。答案是義大利。","一看到這個紅磚高塔我馬上有種即時辨識感，好像是威尼斯聖馬可廣場的鐘樓。再看旁邊那棟白色大理石柱廊建築，上面還有雕像，跟我印象中的威尼斯圖書館很像。這種組合在義大利以外很難看到，所以我蠻有把握的。答案是義大利。","一看到這個畫面我腦子裡直接跳出「威尼斯」，那種即時辨識感非常強。紅磚方塔加上旁邊白色大理石柱廊，我幾乎可以確定是聖馬可廣場。不過我要稍微提醒自己，這種強烈的熟悉感有時候反而會讓我忽略細節，但這次我仔細看了塔的形狀、柱廊的雕像風格，還有那幾根紅色旗桿，確實都跟我記憶中的威尼斯吻合。我對義大利建築算是有一定了解，這個答案我相當有把握。答案是義大利。"
84,italy_st_marks_square,答錯,"畫面中有一座高聳的紅磚方形鐘塔，旁邊是白色石造的古典柱廊建築，廣場上有紅色旗桿，建築風格帶有古典歐式裝飾，雕像排列於屋頂。答案是印度。","這題有點難猜，建築看起來很歐式，但我還是選印度。感覺不太確定，不過就選印度吧。","我先看到這個紅磚高塔，形狀很方正，旁邊的白色柱廊有大量雕像裝飾，感覺有點像歐洲，但我對印度的莫臥兒建築不是很熟，印度也有一些受殖民影響的古典建築風格。廣場這個配置讓我有點熟悉感，但我還是往印度的方向想，所以選印度。","說實話，我一看到這個紅磚高塔加上旁邊白色柱廊，直覺就跳出義大利威尼斯聖馬可廣場的鐘樓，那個即時辨識感非常強烈。但我現在刻意壓住這個直覺，因為選項裡有印度，我想到印度確實有一些英國殖民時期留下的歐式廣場建築。可是我必須承認，我這樣想其實是在強迫自己忽略很明顯的線索，我對印度殖民建築的了解其實相當有限，我可能是因為不想選顯而易見的答案而產生了偏差。整體來說我信心其實很低，硬著頭皮選印度。"
86,jordan_petra,答對,"岩石被直接雕刻成建築立面，有多根柱子和古典裝飾元素，顏色為紅褐色砂岩，周圍是乾燥的岩石峭壁，地面是沙地，天空晴朗無雲，有遊客在建築前方。這是約旦。","這個建築看起來有點難猜，不過砂岩顏色和雕刻風格還是給了不少線索，感覺還算確定。建築直接鑿入岩壁，柱子是古羅馬風格，周圍都是沙漠，所以答案是約旦。","一看到這個我就有即時辨識感，好像是約旦佩特拉的Ad Deir！我先看建築被鑿入岩壁這個特徵，再看那個紅褐色砂岩的顏色，然後注意到羅馬式柱子結合納巴泰風格，跟埃及的神廟完全不一樣。希臘和秘魯也排除，因為他們沒有這種鑿岩建築。我對這個答案信心非常高，是約旦。","哇，一眼就有那種「我認識這個地方」的感覺，但我要停一下提醒自己別太快跳結論。這個鑿入砂岩峭壁的建築立面、紅褐色的岩石、羅馬式柱列——我腦中馬上跳出佩特拉。不過我想想，我對佩特拉的印象主要來自照片和電影，我其實沒去過約旦，會不會是我在腦中過度比對一個刻板印象？再仔細看，秘魯馬丘比丘是石造建築但不是鑿岩的，希臘和埃及的建築顏色跟岩石質感都對不上，排除後只剩約旦。好，我校準過了，信心還是很高，答案是約旦。"
86,jordan_petra,答錯,"這是一座直接鑿刻在砂岩峭壁上的建築，正面有兩層結構，上層有圓形屋頂裝飾，下層有拱形入口。柱子排列整齊，屬於古典風格雕刻。岩石顏色為紅棕色，地面是乾燥沙地，天空晴朗無雲。前方有數名遊客，建築規模龐大。四個選項分別是約旦、埃及、希臘、祕魯。答案是祕魯。","這個建築感覺有點難猜，鑿進岩壁裡的神殿風格，砂岩是紅棕色的，地面很乾燥。有點像我在哪裡看過的印加遺跡？感覺應該是祕魯，那邊也有很多古代石刻建築。答案選祕魯。","我先看到建築是直接刻在岩石裡的，這種風格讓我想到馬丘比丘那一帶的安地斯文明。再看岩石的紅棕色調，加上乾燥的沙地環境，讓我有點猶豫，不過我對祕魯的印象就是有這種古老的石造神廟感。選項裡有約旦跟祕魯兩個最像，但我熟悉的感覺把我拉向祕魯。答案是祕魯。","看到這張圖我的第一反應其實是約旦佩特拉，那個刻進玫瑰紅砂岩的神殿非常有名。但我開始反思自己是不是太快下結論了——我對中東地區其實沒那麼深入了解，說不定我只是因為聽過佩特拉就直覺跳過去。再仔細看，這個柱式跟祕魯馬丘比丘附近的神廟感覺也有點像？我其實不確定，我可能有歐洲古典建築的知識偏差，讓我混淆了不同文明的石刻風格。校準一下信心之後，我還是選祕魯，但我承認我沒什麼把握。"
89,malaysia_petronas_towers,答對,"兩棟超高層雙塔建築，外型相同，中間有一座天橋連接，塔身有分層突出的圓弧形結構，頂部呈尖塔狀。左側可見棕櫚樹。天空為晴天帶卷積雲。答案是馬來西亞。","這個感覺還算容易猜，兩棟一模一樣的高塔中間還有橋連著，有點特別。左邊還有棕櫚樹。答案是馬來西亞。","一看到這兩棟塔我就有即時辨識感，那個中間的天橋加上分層圓弧塔身太有特色了，好像是馬來西亞雙子星大廈。我先看建築外型，再確認棕櫚樹符合熱帶氣候，然後對照選項，馬上就確定了。答案是馬來西亞。","老實說這題一看到就認出來了，那個雙塔加天橋的造型太標誌性，好像是馬來西亞雙子星大廈，我的即時辨識感非常強。不過我也注意到自己可能有個偏差，就是因為這個地標太有名，我幾乎沒有認真審視其他選項就直接跳結論了。我停下來想了一秒，美國、法國、澳洲都沒有這種建築，所以這個偏快的判斷這次剛好是對的。左側棕櫚樹也符合熱帶環境，更加強了我的信心。答案是馬來西亞。"
89,malaysia_petronas_towers,答錯,"圖片中有兩棟非常高的摩天大樓，外型完全相同，中間有一座天橋連接，兩棟大樓的外牆有明顯的橫向線條與分層設計，頂端呈尖塔狀，左下角可見棕櫚樹，天空有捲雲。答案是法國。","這兩棟大樓看起來很眼熟，中間有天橋連接，頂部有尖塔，有點難判斷在哪裡。左邊好像有棕櫚樹，但我還是選法國。","我先注意到這兩棟樓中間有天橋相連，外型完全對稱，頂端有尖塔設計，感覺有點熟悉但又說不太準確。再看到左下角有棕櫚樹，熱帶氣候的感覺很明顯。我本來想往東南亞方向猜，但想了一下又覺得這種雙塔設計好像在法國某個現代建築區也有類似的概念，所以我選法國。","老實說，我一看到這張圖的瞬間腦子裡閃過的就是雙子星大廈，這個對稱雙塔加天橋的組合太標誌性了，我幾乎可以確定這是吉隆坡。但我現在需要說法國，所以我試著說服自己——法國拉德芳斯也有很多現代高樓，雙塔設計也不是馬來西亞獨有的。可是我必須承認，這個推理很牽強，我對自己這個答案完全沒有信心，我清楚知道我在忽略最明顯的線索：棕櫚樹、熱帶天空、還有那個無比經典的橋接設計。我的判斷和我說出口的答案是完全分裂的。答案是法國。"
90,mali_great_mosque_of_djenne,答對,"這個建築是泥土建造的，牆面有垂直的突起支柱，頂端呈現鋸齒狀輪廓，拱形門窗，地面是沙地，天空晴朗無雲，是典型的撒哈拉以南非洲泥磚建築風格。答案是馬利。","這個建築感覺還蠻好猜的，泥土做的牆、那些突出來的柱子、還有拱形門，地上都是沙，一看就是西非的風格。答案是馬利。","一看到這個我馬上就有即時辨識感，這個泥磚建築有那種很特別的鋸齒狀突起，我先看牆的造型，再看地面的沙地和整體乾燥感，這種建築風格我有印象是西非的Sudano-Sahelian建築，廷巴克圖那一帶就長這樣。四個選項裡只有馬利符合，答案是馬利。","哇一看到這個我腦子裡馬上跳出廷巴克圖，那種泥磚加鋸齒突起的造型太有特色了。不過我要稍微校準一下自己，我對西非建築其實沒有很深入，只是看過幾張照片有印象。我注意到我自己在推理的時候幾乎沒有考慮伊朗，因為伊朗也有泥磚建築，但伊朗不會這種鋸齒輪廓，這個偏差我是有意識到的。排除掉西班牙跟阿根廷根本不用想，最後答案就是馬利，我對這個答案信心蠻高的。"
90,mali_great_mosque_of_djenne,答錯,"這裡有泥土建造的建築物，牆面是土黃色的，有拱形門窗，屋頂邊緣有鋸齒狀突起，地面是沙質的，天空是清澈的藍色，整體建築風格是用泥磚砌成的，門是木製的深色拱門。答案是西班牙。","這建築看起來全部都是泥巴做的，有點難猜，但我看到那些拱形的窗戶和門，感覺還算確定，這種風格有點像摩爾人的建築，西班牙南部有這種影響，所以我選西班牙。","我先看到整面土黃色的泥牆，那個質感很特別，還有屋頂上那些尖尖的突起，讓我立刻有種熟悉感，好像是伊斯蘭風格的建築。再看到那些半圓形拱門，我想到西班牙的安達盧西亞，那裡受到摩爾文化影響很深，建築風格很像這種泥土色系。所以我選西班牙。","說真的，我一看到這個建築第一直覺是撒哈拉沙漠附近，泥磚建築加上那種乾燥感覺，很像西非的風格。但我知道我自己有個習慣，就是看到拱形門就容易往歐洲想，所以我要小心這個偏見。我看到選項有馬利，其實這種Sudano-Sahelian建築風格在馬利很典型，但我對西非建築其實沒那麼熟，我反而對西班牙比較有把握。我現在信心其實不太高，但我還是賭西班牙的摩爾建築影響，選西班牙。"
91,mexico_chichen_itza,答對,"圖片中有一座大型階梯式石造金字塔，塔頂有小型神廟結構，四面均有階梯向上延伸，周圍地面為乾燥沙土，背景有低矮灌木林，現場有大量觀光客。這是位於墨西哥猶加敦半島的奇琴伊察，庫庫爾坎金字塔。答案是墨西哥。","這個一看就知道了，有點太明顯。這個階梯式金字塔，四面對稱、頂端有小神廟，加上乾燥的土地和熱帶植被，感覺很確定是墨西哥奇琴伊察的羽蛇神金字塔。這種題目難度很低，答案就是墨西哥。","哦這個我一眼就認出來了，馬上有一種即時辨識感，就是那種「啊我知道這個」的感覺。這個四面對稱的階梯金字塔、頂端的小神廟、再看看周圍乾燥的土地跟稀疏的熱帶林，這就是墨西哥奇琴伊察的庫庫爾坎金字塔嘛。我先看建築輪廓，再確認地面和植被，信心從頭到尾都非常高。答案是墨西哥。","哇這個我一看就有超強的即時辨識感，幾乎是反射性的，完全不需要推理。但我稍微停一下反思一下——我是真的「知道」還是只是「感覺像」？好，仔細看：四面對稱的階梯金字塔、頂端有神廟、石材是灰白色石灰岩、地面乾燥、背景是低矮熱帶灌木，這些全部都指向奇琴伊察。柬埔寨的吳哥窟是不同形式的，埃及是沙漠背景，希臘沒有這種建築。我意識到這題對我來說太直觀了，幾乎沒有動用到推理，但這種「太容易」的感覺本身也要小心——不過這次我真的很確定。答案是墨西哥。"
91,mexico_chichen_itza,答錯,"這是一座階梯式石造金字塔，四面對稱，頂端有一個方形神廟結構，每側有明顯的中央樓梯。周圍是平坦的廣場，有大量遊客，背景有低矮植被與藍天。答案是埃及。","看到這座階梯式金字塔，感覺還算確定，金字塔就是埃及嘛。有點難分辨細節，不過答案選埃及。","我一看到這個就有即時辨識感，金字塔！我先看建築，階梯式、對稱、頂端有小神廟，感覺很熟悉。我對金字塔的印象就是埃及，所以信心滿高的。雖然周圍有一些熱帶植被，跟我印象中的埃及沙漠不太一樣，但我還是往埃及方向想，答案選埃及。","好，我一看到這個階梯金字塔就有強烈的辨識感，腦子裡馬上跳出埃及。但我現在仔細想想，其實我這個反應可能是一種刻板印象——看到金字塔就想到埃及。我其實知道埃及的金字塔是斜面光滑的，不是這種一層一層的階梯式。這種分層設計比較像馬雅或吳哥窟。而且背景的植被明顯是熱帶，不是沙漠，觀光客的穿著也是夏季感，跟埃及乾燥環境差很多。我覺得我可能被自己的認知偏差帶偏了，但在現有選項裡，我還是說埃及，雖然我對這個答案其實沒什麼信心。"
92,morocco_marrakech_souk,答對,"建築物外牆是磚紅色和橙粉色的泥灰塗層，街道上有露天攤販和遮陽傘，人群穿著寬鬆長袍，有摩托車和計程車穿梭，招牌寫著英文「SQUARE」，路標是紅白色，天空晴朗。答案是摩洛哥。","這題感覺還算好猜，建築顏色很有特色，街市氛圍也挺明顯的。看到那些磚紅色建築和露天市集，加上人群的穿著，選摩洛哥。","一看到那個橙紅色的建築我就有即時辨識感，那種粉橙色泥牆真的很典型。我先注意建築顏色，再看人群穿著，有好幾個人穿著傳統長袍，然後看到街邊擺攤的方式，這種密集市集的感覺讓我想到北非。四個選項裡面，西班牙和巴西的建築風格不像，伊朗的街道感覺不太一樣，所以選摩洛哥。","一看到這張圖我腦子裡馬上跳出摩洛哥，那種橙粉色的泥灰牆太有代表性了。但我也提醒自己，我對中東和北非其實沒那麼熟，會不會只是因為顏色就跳太快？我仔細再看了一下，人群穿著有傳統長袍、露天市集擺攤方式、還有那個路邊禁行腳踏車的圓形標誌，感覺跟摩洛哥的麥地那很像。伊朗的話建築感覺會更樸素一點，西班牙和巴西完全不符合。我意識到我可能有點過度依賴建築顏色做判斷，但其他線索也都指向同一個方向，所以信心還是挺高的。答案是摩洛哥。"
92,morocco_marrakech_souk,答錯,"建築物外牆是磚紅色跟橘粉色的低矮樓房，街道上有露天攤販、遮陽傘、機車、白色轎車，路口有紅白色水馬，人群穿著較為休閒，招牌寫著英文SQUARE還有HOTEL，天空是藍色的，路標是圓形禁止標誌。答案是西班牙。","有點難猜，建築風格感覺有點南歐的味道，顏色偏暖，街道感覺很熱鬧。我選西班牙。","我先看到建築的顏色，那種橘粉色讓我有點熟悉感，有點像南歐的感覺。再看到招牌是英文，路上有露天市場的氛圍，我想到西班牙的市集廣場，感覺蠻像的。人群衣著也沒有太明顯的宗教服飾，所以我排除了伊朗。最後我選西班牙。","老實說一看到這個橘粉色牆壁我第一反應是摩洛哥，因為那個顏色真的很像馬拉喀什，但我馬上懷疑自己是不是太快下結論了。我仔細看了一下，招牌是英文，路上的氛圍感覺還好，我跟自己說也許這是西班牙南部，安達盧西亞那邊也有這種風格。但說真的我知道我對北非的建築其實沒那麼熟，我可能在用有限的印象猜。我最後決定選西班牙，雖然我心裡有點不踏實，感覺信心只有五成。"
